#Parameters = {phi=0; theta=0}
#"Frequency / GHz"	"SZmax(1),Zmax(1) [Magnitude]"
#------------------------------------------------
78.156000000000	-15.805221750190
78.177600000000	-15.776526764958
78.199200000000	-15.747941433225
78.220800000000	-15.719465027295
78.242400000000	-15.691096826944
78.264000000000	-15.662836119313
78.285600000000	-15.634682198812
78.307200000000	-15.606634367021
78.328800000000	-15.578691932588
78.350400000000	-15.550854211137
78.372000000000	-15.523120525175
78.393600000000	-15.495490203997
78.415200000000	-15.467962583593
78.436800000000	-15.440537006566
78.458400000000	-15.413212822035
78.480000000000	-15.385989385556
78.501600000000	-15.358866059032
78.523200000000	-15.331842210632
78.544800000000	-15.304917214707
78.566400000000	-15.278090451711
78.588000000000	-15.251361308119
78.609600000000	-15.224729176353
78.631200000000	-15.198193454697
78.652800000000	-15.171753547231
78.674400000000	-15.145408863750
78.696000000000	-15.119158819690
78.717600000000	-15.093002836062
78.739200000000	-15.066940339373
78.760800000000	-15.040970761564
78.782400000000	-15.015093539934
78.804000000000	-14.989308117078
78.825600000000	-14.963613940817
78.847200000000	-14.938010464131
78.868800000000	-14.912497145102
78.890400000000	-14.887073446840
78.912000000000	-14.861738837429
78.933600000000	-14.836492789861
78.955200000000	-14.811334781975
78.976800000000	-14.786264296401
78.998400000000	-14.761280820497
79.020000000000	-14.736383846295
79.041600000000	-14.711572870440
79.063200000000	-14.686847394137
79.084800000000	-14.662206923093
79.106400000000	-14.637650967467
79.128000000000	-14.613179041812
79.149600000000	-14.588790665022
79.171200000000	-14.564485360284
79.192800000000	-14.540262655024
79.214400000000	-14.516122080857
79.236000000000	-14.492063173536
79.257600000000	-14.468085472906
79.279200000000	-14.444188522852
79.300800000000	-14.420371871256
79.322400000000	-14.396635069946
79.344000000000	-14.372977674651
79.365600000000	-14.349399244957
79.387200000000	-14.325899344261
79.408800000000	-14.302477539726
79.430400000000	-14.279133402240
79.452000000000	-14.255866506370
79.473600000000	-14.232676430322
79.495200000000	-14.209562755899
79.516800000000	-14.186525068458
79.538400000000	-14.163562956873
79.560000000000	-14.140676013492
79.581600000000	-14.117863834098
79.603200000000	-14.095126017873
79.624800000000	-14.072462167356
79.646400000000	-14.049871888407
79.668000000000	-14.027354790171
79.689600000000	-14.004910485039
79.711200000000	-13.982538588615
79.732800000000	-13.960238719677
79.754400000000	-13.938010500142
79.776000000000	-13.915853555036
79.797600000000	-13.893767512453
79.819200000000	-13.871752003528
79.840800000000	-13.849806662398
79.862400000000	-13.827931126173
79.884000000000	-13.806125034902
79.905600000000	-13.784388031542
79.927200000000	-13.762719761926
79.948800000000	-13.741119874733
79.970400000000	-13.719588021453
79.992000000000	-13.698123856365
80.013600000000	-13.676727036500
